"X","file","feature","mc","vc","var","fid","context"
14,"largedata/COMET_CHG/JRA1/chr1.txt","exonlast",0.0679862311443133,0.0395018762525904,"V4","cache/CG_chr1_fea_A1.csv","CG"
15,"largedata/COMET_CHG/JRA1/chr1.txt","exonlast",0.074076389351694,0.0436726792315963,"V5","cache/CG_chr1_fea_A1.csv","CG"
16,"largedata/COMET_CHG/JRA1/chr1.txt","exonlast",0.0779070638608106,0.0455505591764419,"V6","cache/CG_chr1_fea_A1.csv","CG"
17,"largedata/COMET_CHG/JRA1/chr1.txt","exonlast",0.0798160427321133,0.0473590983652092,"V7","cache/CG_chr1_fea_A1.csv","CG"
18,"largedata/COMET_CHG/JRA1/chr1.txt","exonlast",0.0831451875929738,0.0476301182801609,"V8","cache/CG_chr1_fea_A1.csv","CG"
19,"largedata/COMET_CHG/JRA1/chr1.txt","exonlast",0.100041172254594,0.05611521074818,"V9","cache/CG_chr1_fea_A1.csv","CG"
20,"largedata/COMET_CHG/JRA1/chr1.txt","exonlast",0.121456859115014,0.0646058459909418,"V10","cache/CG_chr1_fea_A1.csv","CG"
21,"largedata/COMET_CHG/JRA1/chr1.txt","gene",0.134155375460915,0.0744542007233183,"V1","cache/CG_chr1_fea_A1.csv","CG"
22,"largedata/COMET_CHG/JRA1/chr1.txt","gene",0.214784792825903,0.112337409839321,"V2","cache/CG_chr1_fea_A1.csv","CG"
23,"largedata/COMET_CHG/JRA1/chr1.txt","gene",0.263375026404561,0.129196127119818,"V3","cache/CG_chr1_fea_A1.csv","CG"
24,"largedata/COMET_CHG/JRA1/chr1.txt","gene",0.297093197100584,0.138854146039933,"V4","cache/CG_chr1_fea_A1.csv","CG"
25,"largedata/COMET_CHG/JRA1/chr1.txt","gene",0.299098193936316,0.137040427347495,"V5","cache/CG_chr1_fea_A1.csv","CG"
26,"largedata/COMET_CHG/JRA1/chr1.txt","gene",0.304796461691564,0.138234674112258,"V6","cache/CG_chr1_fea_A1.csv","CG"
27,"largedata/COMET_CHG/JRA1/chr1.txt","gene",0.282028125018772,0.131514128823565,"V7","cache/CG_chr1_fea_A1.csv","CG"
28,"largedata/COMET_CHG/JRA1/chr1.txt","gene",0.261525318714314,0.127628438667997,"V8","cache/CG_chr1_fea_A1.csv","CG"
29,"largedata/COMET_CHG/JRA1/chr1.txt","gene",0.210373876572998,0.109894461451848,"V9","cache/CG_chr1_fea_A1.csv","CG"
30,"largedata/COMET_CHG/JRA1/chr1.txt","gene",0.172913334319491,0.0944644471206896,"V10","cache/CG_chr1_fea_A1.csv","CG"
31,"largedata/COMET_CHG/JRA1/chr1.txt","intron1st",0.197513061593786,0.104111632846579,"V1","cache/CG_chr1_fea_A1.csv","CG"
32,"largedata/COMET_CHG/JRA1/chr1.txt","intron1st",0.265882316560924,0.120189369943612,"V2","cache/CG_chr1_fea_A1.csv","CG"
33,"largedata/COMET_CHG/JRA1/chr1.txt","intron1st",0.293621554879548,0.127835626501417,"V3","cache/CG_chr1_fea_A1.csv","CG"
34,"largedata/COMET_CHG/JRA1/chr1.txt","intron1st",0.318618893472624,0.134710408346544,"V4","cache/CG_chr1_fea_A1.csv","CG"
35,"largedata/COMET_CHG/JRA1/chr1.txt","intron1st",0.325146618783761,0.137852080388102,"V5","cache/CG_chr1_fea_A1.csv","CG"
36,"largedata/COMET_CHG/JRA1/chr1.txt","intron1st",0.327523256712364,0.140913720726117,"V6","cache/CG_chr1_fea_A1.csv","CG"
37,"largedata/COMET_CHG/JRA1/chr1.txt","intron1st",0.353714815206673,0.141823741325931,"V7","cache/CG_chr1_fea_A1.csv","CG"
38,"largedata/COMET_CHG/JRA1/chr1.txt","intron1st",0.322810425049573,0.128688625541942,"V8","cache/CG_chr1_fea_A1.csv","CG"
39,"largedata/COMET_CHG/JRA1/chr1.txt","intron1st",0.285340166182103,0.121485636444878,"V9","cache/CG_chr1_fea_A1.csv","CG"
40,"largedata/COMET_CHG/JRA1/chr1.txt","intron1st",0.213135059890645,0.107242351280715,"V10","cache/CG_chr1_fea_A1.csv","CG"
41,"largedata/COMET_CHG/JRA1/chr1.txt","intronlast",0.404848272196118,0.143615263614047,"V1","cache/CG_chr1_fea_A1.csv","CG"
42,"largedata/COMET_CHG/JRA1/chr1.txt","intronlast",0.397876672718311,0.14486220739013,"V2","cache/CG_chr1_fea_A1.csv","CG"
43,"largedata/COMET_CHG/JRA1/chr1.txt","intronlast",0.436237687868529,0.137654746394254,"V3","cache/CG_chr1_fea_A1.csv","CG"
44,"largedata/COMET_CHG/JRA1/chr1.txt","intronlast",0.456123150715616,0.141471139415659,"V4","cache/CG_chr1_fea_A1.csv","CG"
45,"largedata/COMET_CHG/JRA1/chr1.txt","intronlast",0.437880969627798,0.146737884372851,"V5","cache/CG_chr1_fea_A1.csv","CG"
46,"largedata/COMET_CHG/JRA1/chr1.txt","intronlast",0.451208330728011,0.143516269643305,"V6","cache/CG_chr1_fea_A1.csv","CG"
47,"largedata/COMET_CHG/JRA1/chr1.txt","intronlast",0.426628601827471,0.136241065204945,"V7","cache/CG_chr1_fea_A1.csv","CG"
48,"largedata/COMET_CHG/JRA1/chr1.txt","intronlast",0.431897995456802,0.139539800850105,"V8","cache/CG_chr1_fea_A1.csv","CG"
49,"largedata/COMET_CHG/JRA1/chr1.txt","intronlast",0.432819842769991,0.139073783296891,"V9","cache/CG_chr1_fea_A1.csv","CG"
50,"largedata/COMET_CHG/JRA1/chr1.txt","intronlast",0.338990210669811,0.145715987069734,"V10","cache/CG_chr1_fea_A1.csv","CG"
51,"largedata/COMET_CHG/JRA1/chr1.txt","up1k",0.454236731182533,0.138093947601435,"V1","cache/CG_chr1_fea_A1.csv","CG"
52,"largedata/COMET_CHG/JRA1/chr1.txt","up1k",0.43324966920513,0.136358751611254,"V2","cache/CG_chr1_fea_A1.csv","CG"
53,"largedata/COMET_CHG/JRA1/chr1.txt","up1k",0.420317158926242,0.135477820781019,"V3","cache/CG_chr1_fea_A1.csv","CG"
54,"largedata/COMET_CHG/JRA1/chr1.txt","up1k",0.40561992046618,0.132976655490781,"V4","cache/CG_chr1_fea_A1.csv","CG"
55,"largedata/COMET_CHG/JRA1/chr1.txt","up1k",0.373374835567011,0.129070939023426,"V5","cache/CG_chr1_fea_A1.csv","CG"
56,"largedata/COMET_CHG/JRA1/chr1.txt","up1k",0.327732742323467,0.121526282864187,"V6","cache/CG_chr1_fea_A1.csv","CG"
57,"largedata/COMET_CHG/JRA1/chr1.txt","up1k",0.275473568157899,0.109461847804022,"V7","cache/CG_chr1_fea_A1.csv","CG"
58,"largedata/COMET_CHG/JRA1/chr1.txt","up1k",0.235246415899069,0.10010145836828,"V8","cache/CG_chr1_fea_A1.csv","CG"
59,"largedata/COMET_CHG/JRA1/chr1.txt","up1k",0.194241103074274,0.0886002607379767,"V9","cache/CG_chr1_fea_A1.csv","CG"
60,"largedata/COMET_CHG/JRA1/chr1.txt","up1k",0.156078506435273,0.0786786867074042,"V10","cache/CG_chr1_fea_A1.csv","CG"
61,"largedata/COMET_CHG/JRA1/chr1.txt","down1k",0.190753688810053,0.0914533968333817,"V1","cache/CG_chr1_fea_A1.csv","CG"
62,"largedata/COMET_CHG/JRA1/chr1.txt","down1k",0.213969747321466,0.0970233729347358,"V2","cache/CG_chr1_fea_A1.csv","CG"
63,"largedata/COMET_CHG/JRA1/chr1.txt","down1k",0.258153734698307,0.108558934659855,"V3","cache/CG_chr1_fea_A1.csv","CG"
64,"largedata/COMET_CHG/JRA1/chr1.txt","down1k",0.287351513403387,0.116612460982365,"V4","cache/CG_chr1_fea_A1.csv","CG"
65,"largedata/COMET_CHG/JRA1/chr1.txt","down1k",0.30420227094432,0.120798561344025,"V5","cache/CG_chr1_fea_A1.csv","CG"
66,"largedata/COMET_CHG/JRA1/chr1.txt","down1k",0.324339365849649,0.126168305003064,"V6","cache/CG_chr1_fea_A1.csv","CG"
67,"largedata/COMET_CHG/JRA1/chr1.txt","down1k",0.346179216998493,0.13252598754529,"V7","cache/CG_chr1_fea_A1.csv","CG"
68,"largedata/COMET_CHG/JRA1/chr1.txt","down1k",0.365132373682229,0.13466536571702,"V8","cache/CG_chr1_fea_A1.csv","CG"
69,"largedata/COMET_CHG/JRA1/chr1.txt","down1k",0.377405901005339,0.136060243681688,"V9","cache/CG_chr1_fea_A1.csv","CG"
70,"largedata/COMET_CHG/JRA1/chr1.txt","down1k",0.376491986439281,0.137374450104383,"V10","cache/CG_chr1_fea_A1.csv","CG"
1,"largedata/COMET_CHH/JRA2/chr1.txt","exon1st",0.0209938768255691,0.00187705478700164,"V1","cache/CG_chr1_fea_A2.csv","CG"
2,"largedata/COMET_CHH/JRA2/chr1.txt","exon1st",0.0160356156989231,0.00113487081615504,"V2","cache/CG_chr1_fea_A2.csv","CG"
3,"largedata/COMET_CHH/JRA2/chr1.txt","exon1st",0.0131409967193454,0.000538110498918139,"V3","cache/CG_chr1_fea_A2.csv","CG"
4,"largedata/COMET_CHH/JRA2/chr1.txt","exon1st",0.0115493024231427,0.000387032123902186,"V4","cache/CG_chr1_fea_A2.csv","CG"
5,"largedata/COMET_CHH/JRA2/chr1.txt","exon1st",0.0111881727429962,0.000604858308418281,"V5","cache/CG_chr1_fea_A2.csv","CG"
6,"largedata/COMET_CHH/JRA2/chr1.txt","exon1st",0.0104712821780737,0.000374216171622189,"V6","cache/CG_chr1_fea_A2.csv","CG"
7,"largedata/COMET_CHH/JRA2/chr1.txt","exon1st",0.0100078557561959,0.000241588824064644,"V7","cache/CG_chr1_fea_A2.csv","CG"
8,"largedata/COMET_CHH/JRA2/chr1.txt","exon1st",0.0102905936983129,0.00026307311627432,"V8","cache/CG_chr1_fea_A2.csv","CG"
9,"largedata/COMET_CHH/JRA2/chr1.txt","exon1st",0.0112835034966055,0.000396056608443873,"V9","cache/CG_chr1_fea_A2.csv","CG"
10,"largedata/COMET_CHH/JRA2/chr1.txt","exon1st",0.0126015185123505,0.000570637815003751,"V10","cache/CG_chr1_fea_A2.csv","CG"
11,"largedata/COMET_CHH/JRA2/chr1.txt","exonlast",0.0119579832326852,0.000671206190397484,"V1","cache/CG_chr1_fea_A2.csv","CG"
12,"largedata/COMET_CHH/JRA2/chr1.txt","exonlast",0.0106019815519944,0.0005842354705327,"V2","cache/CG_chr1_fea_A2.csv","CG"
13,"largedata/COMET_CHH/JRA2/chr1.txt","exonlast",0.0101020223771041,0.000485886622657114,"V3","cache/CG_chr1_fea_A2.csv","CG"
14,"largedata/COMET_CHH/JRA2/chr1.txt","exonlast",0.010093895696171,0.000531671443808701,"V4","cache/CG_chr1_fea_A2.csv","CG"
15,"largedata/COMET_CHH/JRA2/chr1.txt","exonlast",0.0109230585437977,0.000773318602845253,"V5","cache/CG_chr1_fea_A2.csv","CG"
16,"largedata/COMET_CHH/JRA2/chr1.txt","exonlast",0.0110481206745867,0.000620098247858665,"V6","cache/CG_chr1_fea_A2.csv","CG"
17,"largedata/COMET_CHH/JRA2/chr1.txt","exonlast",0.0122110052870637,0.000696847417831827,"V7","cache/CG_chr1_fea_A2.csv","CG"
18,"largedata/COMET_CHH/JRA2/chr1.txt","exonlast",0.0136671789255351,0.000806002594847778,"V8","cache/CG_chr1_fea_A2.csv","CG"
19,"largedata/COMET_CHH/JRA2/chr1.txt","exonlast",0.0163551757241438,0.00119773981200631,"V9","cache/CG_chr1_fea_A2.csv","CG"
20,"largedata/COMET_CHH/JRA2/chr1.txt","exonlast",0.0212042094247127,0.00199684700969462,"V10","cache/CG_chr1_fea_A2.csv","CG"
21,"largedata/COMET_CHH/JRA2/chr1.txt","gene",0.0167240574771342,0.000964661032566425,"V1","cache/CG_chr1_fea_A2.csv","CG"
22,"largedata/COMET_CHH/JRA2/chr1.txt","gene",0.0147123149768198,0.000701103222374364,"V2","cache/CG_chr1_fea_A2.csv","CG"
23,"largedata/COMET_CHH/JRA2/chr1.txt","gene",0.0158757777172624,0.000983331154157309,"V3","cache/CG_chr1_fea_A2.csv","CG"
24,"largedata/COMET_CHH/JRA2/chr1.txt","gene",0.015824087043488,0.00094003382607304,"V4","cache/CG_chr1_fea_A2.csv","CG"
25,"largedata/COMET_CHH/JRA2/chr1.txt","gene",0.016435225567699,0.00102290142266668,"V5","cache/CG_chr1_fea_A2.csv","CG"
26,"largedata/COMET_CHH/JRA2/chr1.txt","gene",0.0150921356292227,0.000527486358618295,"V6","cache/CG_chr1_fea_A2.csv","CG"
27,"largedata/COMET_CHH/JRA2/chr1.txt","gene",0.0149308366116202,0.000813653088426731,"V7","cache/CG_chr1_fea_A2.csv","CG"
28,"largedata/COMET_CHH/JRA2/chr1.txt","gene",0.0154967600752076,0.000685125741869657,"V8","cache/CG_chr1_fea_A2.csv","CG"
29,"largedata/COMET_CHH/JRA2/chr1.txt","gene",0.0147932979908285,0.000721466595297512,"V9","cache/CG_chr1_fea_A2.csv","CG"
30,"largedata/COMET_CHH/JRA2/chr1.txt","gene",0.016471452481392,0.00110185274720061,"V10","cache/CG_chr1_fea_A2.csv","CG"
31,"largedata/COMET_CHH/JRA2/chr1.txt","intron1st",0.0171685808412552,0.00129199359909029,"V1","cache/CG_chr1_fea_A2.csv","CG"
32,"largedata/COMET_CHH/JRA2/chr1.txt","intron1st",0.0184069349025988,0.000966224481991876,"V2","cache/CG_chr1_fea_A2.csv","CG"
33,"largedata/COMET_CHH/JRA2/chr1.txt","intron1st",0.0191364970549219,0.00104220303872399,"V3","cache/CG_chr1_fea_A2.csv","CG"
34,"largedata/COMET_CHH/JRA2/chr1.txt","intron1st",0.0215708577447204,0.00186416838510271,"V4","cache/CG_chr1_fea_A2.csv","CG"
35,"largedata/COMET_CHH/JRA2/chr1.txt","intron1st",0.0216916022319229,0.00227487489390892,"V5","cache/CG_chr1_fea_A2.csv","CG"
36,"largedata/COMET_CHH/JRA2/chr1.txt","intron1st",0.0209486700622335,0.00136734062346128,"V6","cache/CG_chr1_fea_A2.csv","CG"
37,"largedata/COMET_CHH/JRA2/chr1.txt","intron1st",0.0203223439095141,0.00152299022058538,"V7","cache/CG_chr1_fea_A2.csv","CG"
38,"largedata/COMET_CHH/JRA2/chr1.txt","intron1st",0.0206145203293927,0.00148719381108458,"V8","cache/CG_chr1_fea_A2.csv","CG"
39,"largedata/COMET_CHH/JRA2/chr1.txt","intron1st",0.0190503363970881,0.00120590503795557,"V9","cache/CG_chr1_fea_A2.csv","CG"
40,"largedata/COMET_CHH/JRA2/chr1.txt","intron1st",0.0166238589019947,0.000713213565583136,"V10","cache/CG_chr1_fea_A2.csv","CG"
41,"largedata/COMET_CHH/JRA2/chr1.txt","intronlast",0.0178636749042778,0.0010919816843115,"V1","cache/CG_chr1_fea_A2.csv","CG"
42,"largedata/COMET_CHH/JRA2/chr1.txt","intronlast",0.0197615111251947,0.00110749780503973,"V2","cache/CG_chr1_fea_A2.csv","CG"
43,"largedata/COMET_CHH/JRA2/chr1.txt","intronlast",0.0227906211683282,0.00209495736660631,"V3","cache/CG_chr1_fea_A2.csv","CG"
44,"largedata/COMET_CHH/JRA2/chr1.txt","intronlast",0.0208943842173306,0.00133696652538652,"V4","cache/CG_chr1_fea_A2.csv","CG"
45,"largedata/COMET_CHH/JRA2/chr1.txt","intronlast",0.0260635045267531,0.003070333563433,"V5","cache/CG_chr1_fea_A2.csv","CG"
46,"largedata/COMET_CHH/JRA2/chr1.txt","intronlast",0.0235933785351567,0.0014715058664329,"V6","cache/CG_chr1_fea_A2.csv","CG"
47,"largedata/COMET_CHH/JRA2/chr1.txt","intronlast",0.0238600863442598,0.00171503926147676,"V7","cache/CG_chr1_fea_A2.csv","CG"
48,"largedata/COMET_CHH/JRA2/chr1.txt","intronlast",0.0246108835378258,0.00186840358885203,"V8","cache/CG_chr1_fea_A2.csv","CG"
49,"largedata/COMET_CHH/JRA2/chr1.txt","intronlast",0.0224486030307947,0.00123878174650401,"V9","cache/CG_chr1_fea_A2.csv","CG"
50,"largedata/COMET_CHH/JRA2/chr1.txt","intronlast",0.0209947229083341,0.00139261342293677,"V10","cache/CG_chr1_fea_A2.csv","CG"
51,"largedata/COMET_CHH/JRA2/chr1.txt","up1k",0.0536786708990974,0.00642191485143363,"V1","cache/CG_chr1_fea_A2.csv","CG"
52,"largedata/COMET_CHH/JRA2/chr1.txt","up1k",0.0593348835319668,0.00789117483871891,"V2","cache/CG_chr1_fea_A2.csv","CG"
53,"largedata/COMET_CHH/JRA2/chr1.txt","up1k",0.063179607867945,0.00904359597249609,"V3","cache/CG_chr1_fea_A2.csv","CG"
54,"largedata/COMET_CHH/JRA2/chr1.txt","up1k",0.0681477552933129,0.0103091595131916,"V4","cache/CG_chr1_fea_A2.csv","CG"
55,"largedata/COMET_CHH/JRA2/chr1.txt","up1k",0.0696371495862805,0.0109299710648765,"V5","cache/CG_chr1_fea_A2.csv","CG"
56,"largedata/COMET_CHH/JRA2/chr1.txt","up1k",0.0679606487613947,0.0110572507891777,"V6","cache/CG_chr1_fea_A2.csv","CG"
57,"largedata/COMET_CHH/JRA2/chr1.txt","up1k",0.0606241727676831,0.00989701931664504,"V7","cache/CG_chr1_fea_A2.csv","CG"
58,"largedata/COMET_CHH/JRA2/chr1.txt","up1k",0.0515138373346912,0.00867740377383945,"V8","cache/CG_chr1_fea_A2.csv","CG"
59,"largedata/COMET_CHH/JRA2/chr1.txt","up1k",0.0407112590774054,0.00628891465141757,"V9","cache/CG_chr1_fea_A2.csv","CG"
60,"largedata/COMET_CHH/JRA2/chr1.txt","up1k",0.0299600960595662,0.00336833690075269,"V10","cache/CG_chr1_fea_A2.csv","CG"
61,"largedata/COMET_CHH/JRA2/chr1.txt","down1k",0.0292685593447086,0.0031509904195431,"V1","cache/CG_chr1_fea_A2.csv","CG"
62,"largedata/COMET_CHH/JRA2/chr1.txt","down1k",0.0376415502302433,0.00535454628033315,"V2","cache/CG_chr1_fea_A2.csv","CG"
63,"largedata/COMET_CHH/JRA2/chr1.txt","down1k",0.0431935615050576,0.00641721001446695,"V3","cache/CG_chr1_fea_A2.csv","CG"
64,"largedata/COMET_CHH/JRA2/chr1.txt","down1k",0.0483247611766009,0.00703721092454123,"V4","cache/CG_chr1_fea_A2.csv","CG"
65,"largedata/COMET_CHH/JRA2/chr1.txt","down1k",0.052382579957074,0.00780798344311734,"V5","cache/CG_chr1_fea_A2.csv","CG"
66,"largedata/COMET_CHH/JRA2/chr1.txt","down1k",0.0526678651658701,0.00784388640218759,"V6","cache/CG_chr1_fea_A2.csv","CG"
67,"largedata/COMET_CHH/JRA2/chr1.txt","down1k",0.050398579041045,0.00705137129529617,"V7","cache/CG_chr1_fea_A2.csv","CG"
68,"largedata/COMET_CHH/JRA2/chr1.txt","down1k",0.0477276483352472,0.0060530988069517,"V8","cache/CG_chr1_fea_A2.csv","CG"
69,"largedata/COMET_CHH/JRA2/chr1.txt","down1k",0.0459206439960899,0.00554242318396097,"V9","cache/CG_chr1_fea_A2.csv","CG"
70,"largedata/COMET_CHH/JRA2/chr1.txt","down1k",0.0434593290727996,0.00502824006150523,"V10","cache/CG_chr1_fea_A2.csv","CG"
1,"largedata/COMET/JRA3/chr1.txt","exon1st",0.130865945391411,0.0798025978198345,"V1","cache/CG_chr1_fea_A3.csv","CG"
2,"largedata/COMET/JRA3/chr1.txt","exon1st",0.116469883828183,0.0751651875962683,"V2","cache/CG_chr1_fea_A3.csv","CG"
3,"largedata/COMET/JRA3/chr1.txt","exon1st",0.10557028170852,0.0688918074096673,"V3","cache/CG_chr1_fea_A3.csv","CG"
4,"largedata/COMET/JRA3/chr1.txt","exon1st",0.111171247956837,0.0709345344100225,"V4","cache/CG_chr1_fea_A3.csv","CG"
5,"largedata/COMET/JRA3/chr1.txt","exon1st",0.114487180168755,0.0733747071955265,"V5","cache/CG_chr1_fea_A3.csv","CG"
6,"largedata/COMET/JRA3/chr1.txt","exon1st",0.116648972395125,0.0758760587222759,"V6","cache/CG_chr1_fea_A3.csv","CG"
7,"largedata/COMET/JRA3/chr1.txt","exon1st",0.121833676040402,0.0784989809536961,"V7","cache/CG_chr1_fea_A3.csv","CG"
8,"largedata/COMET/JRA3/chr1.txt","exon1st",0.129432667109681,0.0817751518318456,"V8","cache/CG_chr1_fea_A3.csv","CG"
9,"largedata/COMET/JRA3/chr1.txt","exon1st",0.128581902342246,0.0805986186502733,"V9","cache/CG_chr1_fea_A3.csv","CG"
10,"largedata/COMET/JRA3/chr1.txt","exon1st",0.14874565469801,0.0916124480727621,"V10","cache/CG_chr1_fea_A3.csv","CG"
11,"largedata/COMET/JRA3/chr1.txt","exonlast",0.139065099399854,0.0789653786293915,"V1","cache/CG_chr1_fea_A3.csv","CG"
12,"largedata/COMET/JRA3/chr1.txt","exonlast",0.122744977858324,0.0718497127367491,"V2","cache/CG_chr1_fea_A3.csv","CG"
13,"largedata/COMET/JRA3/chr1.txt","exonlast",0.117670843009932,0.0698530454692023,"V3","cache/CG_chr1_fea_A3.csv","CG"
14,"largedata/COMET/JRA3/chr1.txt","exonlast",0.125121428781957,0.0726889041901673,"V4","cache/CG_chr1_fea_A3.csv","CG"
15,"largedata/COMET/JRA3/chr1.txt","exonlast",0.127250644807339,0.075792039524858,"V5","cache/CG_chr1_fea_A3.csv","CG"
16,"largedata/COMET/JRA3/chr1.txt","exonlast",0.140686493535229,0.0851178978844947,"V6","cache/CG_chr1_fea_A3.csv","CG"
17,"largedata/COMET/JRA3/chr1.txt","exonlast",0.153013901309739,0.0905684714086453,"V7","cache/CG_chr1_fea_A3.csv","CG"
18,"largedata/COMET/JRA3/chr1.txt","exonlast",0.162401530017229,0.0926272724172879,"V8","cache/CG_chr1_fea_A3.csv","CG"
19,"largedata/COMET/JRA3/chr1.txt","exonlast",0.180150629441283,0.0974604035337794,"V9","cache/CG_chr1_fea_A3.csv","CG"
20,"largedata/COMET/JRA3/chr1.txt","exonlast",0.215938093929442,0.108781590950864,"V10","cache/CG_chr1_fea_A3.csv","CG"
21,"largedata/COMET/JRA3/chr1.txt","gene",0.190450350046843,0.114518927973877,"V1","cache/CG_chr1_fea_A3.csv","CG"
22,"largedata/COMET/JRA3/chr1.txt","gene",0.316780335927061,0.164575903499972,"V2","cache/CG_chr1_fea_A3.csv","CG"
23,"largedata/COMET/JRA3/chr1.txt","gene",0.42950764288111,0.181403015561701,"V3","cache/CG_chr1_fea_A3.csv","CG"
24,"largedata/COMET/JRA3/chr1.txt","gene",0.484432184341641,0.181410954906842,"V4","cache/CG_chr1_fea_A3.csv","CG"
25,"largedata/COMET/JRA3/chr1.txt","gene",0.510315970857624,0.179630111740327,"V5","cache/CG_chr1_fea_A3.csv","CG"
26,"largedata/COMET/JRA3/chr1.txt","gene",0.536571544329715,0.176796218092156,"V6","cache/CG_chr1_fea_A3.csv","CG"
27,"largedata/COMET/JRA3/chr1.txt","gene",0.518285377138583,0.173531936188925,"V7","cache/CG_chr1_fea_A3.csv","CG"
28,"largedata/COMET/JRA3/chr1.txt","gene",0.480130889560166,0.171906645110373,"V8","cache/CG_chr1_fea_A3.csv","CG"
29,"largedata/COMET/JRA3/chr1.txt","gene",0.407182242733868,0.163842406234824,"V9","cache/CG_chr1_fea_A3.csv","CG"
30,"largedata/COMET/JRA3/chr1.txt","gene",0.31976637117282,0.144188065159172,"V10","cache/CG_chr1_fea_A3.csv","CG"
31,"largedata/COMET/JRA3/chr1.txt","intron1st",0.281625903783709,0.149134658651344,"V1","cache/CG_chr1_fea_A3.csv","CG"
32,"largedata/COMET/JRA3/chr1.txt","intron1st",0.413307618987321,0.177735450559472,"V2","cache/CG_chr1_fea_A3.csv","CG"
33,"largedata/COMET/JRA3/chr1.txt","intron1st",0.487693239161125,0.168876968372719,"V3","cache/CG_chr1_fea_A3.csv","CG"
34,"largedata/COMET/JRA3/chr1.txt","intron1st",0.513625704727477,0.165185796827312,"V4","cache/CG_chr1_fea_A3.csv","CG"
35,"largedata/COMET/JRA3/chr1.txt","intron1st",0.55857118254104,0.162816639548687,"V5","cache/CG_chr1_fea_A3.csv","CG"
36,"largedata/COMET/JRA3/chr1.txt","intron1st",0.565342585822237,0.166427199521723,"V6","cache/CG_chr1_fea_A3.csv","CG"
37,"largedata/COMET/JRA3/chr1.txt","intron1st",0.60726216027545,0.151720015972789,"V7","cache/CG_chr1_fea_A3.csv","CG"
38,"largedata/COMET/JRA3/chr1.txt","intron1st",0.622790349075796,0.144526466234305,"V8","cache/CG_chr1_fea_A3.csv","CG"
39,"largedata/COMET/JRA3/chr1.txt","intron1st",0.575167699934289,0.147621197460749,"V9","cache/CG_chr1_fea_A3.csv","CG"
40,"largedata/COMET/JRA3/chr1.txt","intron1st",0.487945168068855,0.154341573262749,"V10","cache/CG_chr1_fea_A3.csv","CG"
41,"largedata/COMET/JRA3/chr1.txt","intronlast",0.573101762165464,0.156462756067316,"V1","cache/CG_chr1_fea_A3.csv","CG"
42,"largedata/COMET/JRA3/chr1.txt","intronlast",0.611797337038243,0.143472673747058,"V2","cache/CG_chr1_fea_A3.csv","CG"
43,"largedata/COMET/JRA3/chr1.txt","intronlast",0.671584806050374,0.12707406138757,"V3","cache/CG_chr1_fea_A3.csv","CG"
44,"largedata/COMET/JRA3/chr1.txt","intronlast",0.685695184682997,0.117298950384772,"V4","cache/CG_chr1_fea_A3.csv","CG"
45,"largedata/COMET/JRA3/chr1.txt","intronlast",0.659639067313587,0.126887641791886,"V5","cache/CG_chr1_fea_A3.csv","CG"
46,"largedata/COMET/JRA3/chr1.txt","intronlast",0.673392234127404,0.119168747075841,"V6","cache/CG_chr1_fea_A3.csv","CG"
47,"largedata/COMET/JRA3/chr1.txt","intronlast",0.696557766038841,0.111676168161207,"V7","cache/CG_chr1_fea_A3.csv","CG"
