geneid,taxa,wbar
AC193500.3_FG003,teosinte,0.965022202228325
AC193576.3_FG003,maize,2.0774721286011
AC193576.3_FG003,teosinte,1.68331216670662
AC193745.3_FG002,maize,6.11311465742297
AC193745.3_FG002,teosinte,4.17149861789243
AC193745.3_FG003,maize,2.04249488108364
AC193745.3_FG003,teosinte,3.40980863128052
AC193754.3_FG008,maize,0.604803493449781
AC193754.3_FG008,teosinte,1
AC193767.3_FG003,maize,4
AC193767.3_FG003,teosinte,2.37689301416707
AC194008.3_FG007,maize,2
AC194264.3_FG006,maize,3.75351830429443
AC194264.3_FG006,teosinte,3.18093651189141
AC194272.3_FG003,maize,1.33333333333333
AC194272.3_FG003,teosinte,1.66666666666667
AC194273.3_FG007,maize,2.12123619586881
AC194273.3_FG007,teosinte,0.658176943699732
AC194325.3_FG006,maize,13.8167253524019
AC194325.3_FG006,teosinte,7.29652555614254
AC194380.3_FG008,maize,2.25
AC194380.3_FG008,teosinte,2.05555555555556
AC194428.3_FG007,maize,2.74505494505495
AC194428.3_FG007,teosinte,2.76465201465201
AC194609.2_FG003,maize,0.604278074866311
AC194609.2_FG003,teosinte,0.604278074866311
AC194905.2_FG001,maize,4.28410852713178
AC194905.2_FG001,teosinte,1.76262791779506
AC194905.2_FG003,maize,5.73152181803103
AC194905.2_FG003,teosinte,4.41126220362622
AC194914.3_FG002,maize,1.50870115937584
AC194914.3_FG002,teosinte,2
AC195135.3_FG002,maize,0.666666666666667
AC195135.3_FG002,teosinte,0.666666666666667
AC195207.2_FG002,maize,6.7125569917149
AC195207.2_FG002,teosinte,5.92963828996352
AC195235.3_FG003,maize,4.57793471002446
AC195235.3_FG003,teosinte,3.99681081928392
AC195260.2_FG007,maize,1
AC195260.2_FG007,teosinte,1.75
AC195785.3_FG004,maize,4.47310668465184
AC195785.3_FG004,teosinte,1.21692065795839
AC195794.3_FG002,maize,1.64762713424201
AC195794.3_FG002,teosinte,1.11725921137686
AC196048.2_FG001,maize,0.666666666666667
AC196048.2_FG001,teosinte,1.66666666666667
AC196066.3_FG003,maize,3.90048116455956
AC196066.3_FG003,teosinte,1.49045700997019
AC196161.3_FG002,maize,0.641379310344827
AC196161.3_FG002,teosinte,0.551724137931034
AC196202.3_FG007,maize,2.86666666666667
AC196202.3_FG007,teosinte,3.70272559285494
AC196394.3_FG002,maize,3.17919068441722
AC196394.3_FG002,teosinte,1.66579258806165
AC196439.3_FG002,maize,1.67839228343494
AC196489.3_FG002,maize,1.02605022085367
AC196489.3_FG002,teosinte,1.246828499133
AC196789.3_FG001,maize,0.784510433386838
AC196789.3_FG001,teosinte,0.784510433386838
AC196954.2_FG012,maize,0.820696324951644
AC196957.3_FG005,teosinte,0.798176674001886
AC196978.5_FG002,maize,1
AC197056.3_FG002,teosinte,1
AC197056.3_FG005,maize,1.0381679389313
AC197056.3_FG005,teosinte,1.5
AC197146.3_FG001,maize,3.68613391959227
AC197146.3_FG001,teosinte,2.7065192070202
AC197146.3_FG002,maize,1.6480686695279
AC197146.3_FG002,teosinte,0.718454935622318
AC197246.3_FG001,maize,4.96324803828179
AC197246.3_FG001,teosinte,1.80702950463257
AC197246.3_FG003,maize,8.24574270465857
AC197246.3_FG003,teosinte,6.32112160872195
AC197340.3_FG003,maize,1.88064969757945
AC197340.3_FG003,teosinte,1.33333333333333
AC197340.3_FG004,maize,0.578571428571428
AC197340.3_FG004,teosinte,0.578571428571428
AC197545.3_FG002,maize,11.3634119775639
AC197545.3_FG002,teosinte,9.14443546213959
AC197672.3_FG002,maize,13.8590522963196
AC197672.3_FG002,teosinte,10.5058992544207
AC198353.5_FG001,maize,7.72198967647437
AC198353.5_FG001,teosinte,5.48300548966672
AC198353.5_FG004,maize,14.8655674380552
AC198353.5_FG004,teosinte,14.9957142648434
AC198361.3_FG004,maize,0.784172661870504
AC198366.3_FG004,maize,1.60301081717421
AC198366.3_FG004,teosinte,2.4882573920762
AC198371.3_FG003,maize,1
AC198371.3_FG011,maize,2.45571209048485
AC198371.3_FG011,teosinte,1.94303709856035
AC198418.3_FG005,maize,26.2501658822328
AC198418.3_FG005,teosinte,11.67310416691
AC198506.3_FG001,maize,4.71823936009791
AC198506.3_FG001,teosinte,2.78739862614415
AC198509.3_FG004,maize,0.687579571899712
AC198509.3_FG004,teosinte,2.51794730618204
AC198509.3_FG005,maize,0.781130268199234
AC198509.3_FG005,teosinte,0.781130268199234
AC198515.3_FG011,maize,5.17166601699998
AC198515.3_FG011,teosinte,2.38867300221424
AC198605.3_FG005,maize,0.729102167182662
AC198605.3_FG005,teosinte,1.36455108359133
AC198787.3_FG004,maize,1.68410852713178
AC198787.3_FG004,teosinte,1
AC198871.3_FG002,maize,0.906151645207439
AC198871.3_FG002,teosinte,1.83427603041537
AC198979.4_FG009,maize,2.10572302315422
AC198979.4_FG009,teosinte,1
AC199058.2_FG001,maize,2.07857142857143
AC199058.2_FG001,teosinte,1.57857142857143
AC199175.2_FG003,maize,2.23977547493624
AC199335.3_FG002,maize,2.83561051061175
AC199335.3_FG002,teosinte,1.66425977051008
AC199343.3_FG013,maize,1.14654518847632
AC199343.3_FG013,teosinte,0.679951690821256
AC199355.3_FG004,maize,1.41295229004739
AC199355.3_FG004,teosinte,2
AC199541.4_FG001,teosinte,1
AC199541.4_FG007,maize,3.68858245958169
AC199541.4_FG007,teosinte,0.777777777777778
AC199705.3_FG006,maize,1
AC199705.3_FG006,teosinte,0.82536151279199
AC199705.3_FG008,maize,0.666666666666667
AC199705.3_FG008,teosinte,0.666666666666667
AC199782.5_FG001,maize,11.2792916951932
AC199782.5_FG001,teosinte,10.7296876578956
AC199782.5_FG002,maize,5.44026230294241
AC199782.5_FG002,teosinte,5.06412540751117
AC199782.5_FG003,maize,1.15400196415419
AC199782.5_FG003,teosinte,0.936001309436124
AC199893.4_FG002,maize,1
AC199908.4_FG002,maize,1.2
AC199908.4_FG002,teosinte,2.77149734282615
AC199911.5_FG001,maize,2.21686523450442
AC199911.5_FG001,teosinte,1.82986800429384
AC200038.4_FG011,maize,6.24107612054153
AC200038.4_FG011,teosinte,3.74350696987038
AC200069.4_FG002,maize,3.71383069128157
AC200069.4_FG002,teosinte,3.62907768398349
AC200138.3_FG003,maize,4.68062015503876
AC200138.3_FG003,teosinte,4
AC200225.5_FG001,maize,1.85344827586207
AC200225.5_FG001,teosinte,1.4367816091954
AC202011.3_FG010,maize,1
AC202011.3_FG010,teosinte,1
AC202041.4_FG003,maize,8.04097617012411
AC202041.4_FG003,teosinte,6.76793866030408
AC202073.4_FG001,maize,11.9194338148321
AC202073.4_FG001,teosinte,6.71788747346072
AC202092.2_FG003,maize,1.06666666666667
AC202092.2_FG003,teosinte,1.33333333333333
AC202107.3_FG001,maize,1
AC202107.3_FG001,teosinte,1
AC202172.3_FG004,maize,1.10804597701149
AC202172.3_FG004,teosinte,1.22600881654798
AC202185.4_FG004,maize,5.06369303086041
AC202185.4_FG004,teosinte,1.41666666666667
AC202435.3_FG001,maize,2.44605487772442
AC202435.3_FG001,teosinte,1.13004177284658
AC202435.3_FG003,maize,1
AC202705.2_FG001,maize,3.11809331990601
AC202705.2_FG001,teosinte,1.59841109992167
AC202953.3_FG003,maize,2
AC202953.3_FG003,teosinte,1.33333333333333
AC203019.3_FG001,maize,2
AC203019.3_FG001,teosinte,1
AC203090.3_FG005,maize,2.69430791103889
AC203090.3_FG005,teosinte,2.60480349344978
AC203262.3_FG002,maize,5
AC203280.3_FG001,maize,1.5861480393716
AC203280.3_FG001,teosinte,1
AC203332.3_FG001,maize,0.916192026037429
AC203332.3_FG001,teosinte,0.874288039056144
AC203570.4_FG005,maize,0.871875
AC203570.4_FG005,teosinte,1.74375
AC203841.3_FG002,maize,8.17539419242634
AC203841.3_FG002,teosinte,6.01920664274172
AC203841.3_FG009,maize,16.4935011116978
AC203841.3_FG009,teosinte,10.5949439191519
AC203957.3_FG004,maize,1.78229110598521
AC203957.3_FG004,teosinte,2.62361521437981
AC203966.5_FG003,maize,0.997851746277743
AC203966.5_FG003,teosinte,1.45159854464005
AC203966.5_FG005,maize,1.77470454317603
AC203966.5_FG005,teosinte,1.1922577346654
AC203972.3_FG001,maize,3.46178883834925
AC203972.3_FG001,teosinte,2.24360376455398
AC203985.4_FG001,maize,3.93478327656448
AC203985.4_FG001,teosinte,5.24190042075736
AC203985.4_FG005,maize,1.39530737845351
AC203985.4_FG005,teosinte,2.25901517544783
AC203989.4_FG001,maize,2.07617511520737
AC203989.4_FG001,teosinte,1.71722350230415
AC204306.3_FG007,maize,1.23367198838897
AC204306.3_FG007,teosinte,0.73367198838897
AC204311.4_FG004,maize,0.768227909222598
AC204311.4_FG004,teosinte,0.768227909222598
AC204387.3_FG002,maize,1
AC204387.3_FG002,teosinte,1.2730995199163
AC204437.3_FG004,maize,1.44662344678552
AC204437.3_FG004,teosinte,1.86247298757428
AC204530.4_FG002,maize,8.57494320282681
AC204530.4_FG002,teosinte,2.95040516206483
AC204530.4_FG003,maize,4.77055692025204
AC204530.4_FG003,teosinte,2.1911041870429
AC204530.4_FG006,maize,4.84516129032258
AC204530.4_FG006,teosinte,1.15528587175807
AC204539.4_FG002,maize,1.51908396946565
AC204539.4_FG002,teosinte,0.51908396946565
AC204711.3_FG002,maize,10.1170746307346
AC204711.3_FG002,teosinte,5.53339922473933
AC204711.3_FG003,maize,11.2314317499503
AC204711.3_FG003,teosinte,7.44076584545977
AC204821.3_FG004,teosinte,0.887756834776701
AC205100.3_FG001,maize,0.843057806591033
AC205405.3_FG001,maize,1
AC205413.4_FG001,maize,1.38505747126437
AC205502.4_FG004,maize,6.53709523540854
AC205502.4_FG004,teosinte,5.72940790388197
AC205544.3_FG004,teosinte,0.802922755741127
AC205595.3_FG007,maize,1.13350201530273
AC205595.3_FG007,teosinte,1.2002530229541
AC205673.3_FG006,maize,5.66144997936713
AC205673.3_FG006,teosinte,1.81165636120511
AC205730.3_FG002,maize,8.23535347707303
AC205730.3_FG002,teosinte,1
AC206030.4_FG001,maize,5.12674474172831
AC206030.4_FG001,teosinte,2.59970956482919
AC206201.3_FG004,maize,10.4040441791328
AC206201.3_FG004,teosinte,6.90931436425922
AC206201.3_FG009,maize,1
AC206259.3_FG003,maize,4.69346879535559
AC206259.3_FG003,teosinte,4.24455732946299
AC206638.3_FG007,maize,1.10339872162222
AC206638.3_FG007,teosinte,0.546153846153847
AC206642.4_FG001,maize,1.53333333333333
AC206642.4_FG001,teosinte,0.666666666666667
AC206840.3_FG002,maize,2.26344537815126
AC206840.3_FG002,teosinte,1
AC206901.3_FG005,maize,4.94592929838767
AC206901.3_FG005,teosinte,3.56107030606389
AC206951.3_FG016,maize,3.30327870722497
AC206951.3_FG016,teosinte,1.83213318143689
AC206951.3_FG017,maize,1.54615775390508
AC206951.3_FG017,teosinte,1.34623741464326
AC206968.3_FG003,maize,0.752657004830917
AC206968.3_FG003,teosinte,0.628985507246376
AC206980.3_FG007,maize,1.08891058642523
AC206980.3_FG007,teosinte,0.975156320886838
AC206989.4_FG002,maize,1.46990193265972
AC206989.4_FG002,teosinte,1.52147016011645
AC207024.3_FG002,maize,15.1826730185776
AC207024.3_FG002,teosinte,12.4856273088584
AC207205.3_FG004,maize,0.866666666666667
AC207205.3_FG004,teosinte,0.666666666666667
AC207347.3_FG005,maize,9.0268372097935
AC207347.3_FG005,teosinte,6.35910944968895
AC207533.2_FG002,maize,1.56902086677368
AC207533.2_FG002,teosinte,1
AC207755.3_FG005,maize,0.854104628385204
AC207755.3_FG005,teosinte,0.843101343101343
AC208110.2_FG001,maize,7.11981878382071
AC208110.2_FG001,teosinte,6.03370476206475
AC208110.2_FG005,maize,2.41596311689763
AC208110.2_FG005,teosinte,2.31657069367294
AC208110.2_FG006,maize,16.0182689583062
AC208110.2_FG006,teosinte,9.10106460567668
AC208110.2_FG007,maize,5.57683058588093
AC208110.2_FG007,teosinte,4.12051680196151
AC208110.2_FG011,maize,2.56056377066601
AC208110.2_FG011,teosinte,1.67950750910255
AC208113.3_FG005,maize,4.35353944610612
AC208113.3_FG005,teosinte,4.56654346697064
AC208201.3_FG001,maize,7.22080334857187
AC208201.3_FG001,teosinte,5.12646608148863
AC208201.3_FG002,maize,3.63207268126934
AC208201.3_FG002,teosinte,2.03669255214032
AC208201.3_FG003,maize,7.93038525348228
AC208201.3_FG003,teosinte,6.20531374815605
AC208221.3_FG002,maize,0.758104738154613
AC208434.3_FG001,maize,0.831635252165052
AC208436.3_FG007,maize,6.59265393665892
AC208436.3_FG007,teosinte,7.32463904049116
AC208440.3_FG003,maize,9.51236914749077
AC208440.3_FG003,teosinte,8.6496872207328
AC208564.3_FG004,maize,0.901461377870564
AC208564.3_FG004,teosinte,0.91126220362622
AC208571.4_FG001,maize,10.2832008314394
AC208571.4_FG001,teosinte,6.90017946821949
AC208579.3_FG001,maize,5.31837958526623
AC208579.3_FG001,teosinte,3.01471464029757
AC208663.3_FG002,maize,2
AC208663.3_FG002,teosinte,1
AC208897.3_FG003,maize,11.2593979370555
AC208897.3_FG003,teosinte,7.61319889720318
AC208897.3_FG004,maize,17.6392185286239
AC208897.3_FG004,teosinte,14.3318818447882
AC209016.3_FG010,maize,1.09978021978022
AC209016.3_FG010,teosinte,1.12472527472527
AC209206.3_FG011,maize,22.543607149507
AC209206.3_FG011,teosinte,11.248987085591
AC209206.3_FG014,maize,3.2770444368249
AC209206.3_FG014,teosinte,3.54700619662592
AC209460.3_FG002,maize,4
AC209460.3_FG002,teosinte,3.5
AC209624.2_FG001,maize,17.008114037271
AC209624.2_FG001,teosinte,13.797480875735
AC209624.2_FG003,maize,1.68118067978533
AC209624.2_FG003,teosinte,1.57839892665474
AC209626.2_FG013,maize,9.02453018484216
AC209626.2_FG013,teosinte,4.78664294640078
AC209739.3_FG003,maize,2.85707019328586
AC209739.3_FG003,teosinte,1.13297254799025
AC209845.4_FG010,maize,3.8423624050974
AC209845.4_FG010,teosinte,1.83333333333333
AC209858.4_FG002,maize,11.577602529255
AC209858.4_FG002,teosinte,7.62755407269485
AC209858.4_FG003,maize,1
AC209858.4_FG003,teosinte,1.33333333333333
AC209858.4_FG004,maize,2.21479368229554
AC209858.4_FG004,teosinte,1.15613026819923
AC209871.3_FG002,maize,1.14402772540007
AC209871.3_FG002,teosinte,2.4320831762002
AC210003.2_FG004,maize,4.80135995804406
AC210003.2_FG004,teosinte,2.17565521661971
AC210003.2_FG015,maize,1.98965675195512
AC210003.2_FG015,teosinte,0.803987657344626
AC210023.3_FG014,maize,5.46152086906804
AC210023.3_FG014,teosinte,2.45511720983419
AC210023.3_FG015,teosinte,1
AC210173.4_FG002,maize,2.71562129156651
AC210173.4_FG002,teosinte,2.85333313127592
AC210173.4_FG005,maize,5.21894681181774
AC210173.4_FG005,teosinte,2.91562122234751
AC210204.3_FG002,maize,4.99818152544527
AC210204.3_FG002,teosinte,3.06689347822155
AC210254.4_FG001,maize,3.26618911174785
AC210254.4_FG001,teosinte,1.83309455587393
AC210517.3_FG003,maize,2.6683650364646
AC210517.3_FG003,teosinte,3.90803694074204
AC210724.2_FG007,maize,3.10257939446579
AC210724.2_FG007,teosinte,1.45392475171887
AC210727.4_FG002,maize,1.41666666666667
AC210727.4_FG002,teosinte,1
AC210816.3_FG006,maize,5
AC210816.3_FG006,teosinte,1
AC210834.4_FG005,maize,2.26768592899715
AC210834.4_FG005,teosinte,1
AC210834.4_FG009,maize,1
AC210834.4_FG013,maize,2
AC210834.4_FG013,teosinte,1
AC211164.5_FG003,maize,6.79118135632887
AC211164.5_FG003,teosinte,3.59378228908797
AC211164.5_FG004,maize,4.46666666666667
AC211164.5_FG004,teosinte,2
AC211390.3_FG001,maize,9.74813574784062
AC211390.3_FG001,teosinte,10.4674472879446
AC211401.4_FG003,maize,2.27613018119332
AC211401.4_FG003,teosinte,1.79217578017925
AC211676.4_FG001,maize,0
AC211676.4_FG001,teosinte,0.333333333333333
AC211756.4_FG001,maize,1.37557614941289
AC211756.4_FG001,teosinte,1.20936858737917
AC211887.3_FG006,maize,1.30718452563709
AC211887.3_FG006,teosinte,0.80718452563709
AC211892.4_FG002,maize,6.29404898778564
AC211892.4_FG002,teosinte,6.49257182615724
AC211910.4_FG005,maize,1
AC211910.4_FG005,teosinte,1
AC211996.4_FG002,maize,2.8
AC211996.4_FG002,teosinte,1.5
AC212023.4_FG004,maize,2.76571765635715
AC212023.4_FG004,teosinte,1.33333333333333
AC212040.2_FG002,maize,4.96430949884273
AC212040.2_FG002,teosinte,1.91025771863221
AC212040.2_FG006,maize,1.34519572953737
AC212040.2_FG006,teosinte,1.1785290628707
AC212209.2_FG010,maize,1.75
AC212209.2_FG010,teosinte,1.5
AC212219.3_FG005,maize,11.4054494336188
AC212219.3_FG005,teosinte,7.88612253976437
AC212244.4_FG004,maize,2.37318153067679
AC212244.4_FG004,teosinte,1.18679525222552
AC212323.4_FG005,maize,2.21535261258121
AC212323.4_FG005,teosinte,0.912680756395995
AC212323.4_FG007,maize,2.03813682678311
AC212323.4_FG007,teosinte,1.03693595342067
AC212323.4_FG010,maize,1.6
AC212323.4_FG010,teosinte,1.25
AC212835.3_FG001,maize,6.11583809575903
AC212835.3_FG001,teosinte,3.59556408215018
AC212835.3_FG002,maize,1.65985009515335
AC212835.3_FG002,teosinte,2.17981160971787
AC212835.3_FG004,maize,1.54879438095409
AC212835.3_FG004,teosinte,1.48021582733813
AC212835.3_FG007,maize,15.8966027241063
AC212835.3_FG007,teosinte,6.43309245594992
AC212835.3_FG008,maize,5.16723155391876
AC212835.3_FG008,teosinte,3.29240937707401
AC212859.3_FG007,maize,1.89643857543017
AC212859.3_FG007,teosinte,0.666666666666667
AC212976.3_FG003,teosinte,2.5
AC213099.3_FG001,maize,2.56091740202467
AC213099.3_FG001,teosinte,1.66666666666667
AC213099.3_FG002,maize,8.98620409463969
AC213099.3_FG002,teosinte,11.9987805113018
AC213521.3_FG005,maize,15.2030703066011
AC213521.3_FG005,teosinte,7.25526818364369
AC213693.3_FG003,maize,1.56658757994636
AC213693.3_FG003,teosinte,0.816587579946358
AC213857.4_FG003,maize,1
AC213857.4_FG003,teosinte,0.803057786991449
AC213890.4_FG004,maize,1
AC214040.3_FG009,maize,5.827024853833
AC214040.3_FG009,teosinte,5.72696246874486
AC214046.4_FG005,maize,1.53333333333333
AC214046.4_FG005,teosinte,2.33333333333333
AC214168.3_FG001,maize,8.65596107055961
AC214168.3_FG001,teosinte,6.74278975135922
AC214266.3_FG002,maize,1.33333333333333
AC214266.3_FG002,teosinte,1.55272564789991
AC214267.3_FG004,maize,1.26666666666667
AC214267.3_FG004,teosinte,0.666666666666667
AC214507.3_FG001,maize,1
AC214507.3_FG001,teosinte,1.5
AC214524.3_FG002,maize,5.2923858056609
AC214524.3_FG002,teosinte,2.912100456621
AC214524.3_FG004,maize,1.66666666666667
AC214524.3_FG004,teosinte,0.666666666666667
AC214791.2_FG002,maize,1.22857164835841
AC214791.2_FG002,teosinte,0.841431659435675
AC215195.3_FG005,maize,3.33333333333333
AC215195.3_FG005,teosinte,2.4359375
AC215290.3_FG002,maize,1.31910178106429
AC215290.3_FG002,teosinte,1.88237085375155
AC215309.3_FG001,maize,1.25
AC215309.3_FG001,teosinte,1.81182393866874
AC215309.3_FG004,maize,4.56814965165757
AC215309.3_FG004,teosinte,4.24454150264415
AC215501.3_FG008,maize,1.93857923497268
AC215501.3_FG008,teosinte,1.90786885245902
AC215639.3_FG002,maize,1.26666666666667
AC215639.3_FG002,teosinte,1
AC215678.3_FG008,maize,2.13941391941392
AC215678.3_FG008,teosinte,1.50271672771673
AC215690.3_FG002,maize,11.618021978022
AC215690.3_FG002,teosinte,7.38264652014652
AC215874.3_FG003,maize,1.63858162061283
AC215874.3_FG003,teosinte,1
AC215994.3_FG003,maize,2.27313208687514
AC215994.3_FG003,teosinte,2.01778082216212
AC216247.3_FG001,maize,5.37726930392214
AC216247.3_FG001,teosinte,2.33619109138483
AC216247.3_FG004,maize,1
AC216247.3_FG004,teosinte,1
AC216247.3_FG005,maize,3.6
AC216247.3_FG005,teosinte,4.75
AC216253.3_FG005,maize,1.79425640422783
AC216253.3_FG005,teosinte,0.798176674001886
AC217043.3_FG002,maize,1
AC217043.3_FG002,teosinte,1.5
AC217050.4_FG001,maize,8.13163526783335
AC217050.4_FG001,teosinte,5.54470460172761
AC217050.4_FG004,maize,8.73313341322632
AC217050.4_FG004,teosinte,3.00453964442275
AC217050.4_FG006,maize,3.8905776250088
AC217050.4_FG006,teosinte,2.18575063613232
AC217050.4_FG007,maize,6.47370701056841
AC217050.4_FG007,teosinte,5.98869673501367
AC217051.3_FG005,maize,2.5324857969597
AC217051.3_FG005,teosinte,0.748576078112287
AC217051.3_FG006,maize,3.65580707155871
AC217051.3_FG006,teosinte,1.86582679427476
AC217264.3_FG001,maize,29.0646571114501
AC217264.3_FG001,teosinte,22.8204849436229
AC217264.3_FG005,maize,5.88764344156608
AC217264.3_FG005,teosinte,2.94469932471025
AC217300.3_FG004,maize,8.49137604672218
AC217300.3_FG004,teosinte,5.911860489742
AC217300.3_FG005,maize,1.51689415895468
AC217300.3_FG005,teosinte,1
AC217358.3_FG003,maize,6.48602593558661
AC217358.3_FG003,teosinte,4.07550277324382
AC217358.3_FG005,maize,6.8947234764034
AC217358.3_FG005,teosinte,2.74274594412509
AC217358.3_FG007,maize,2.46268740966399
AC217358.3_FG007,teosinte,1.81673505638346
AC217358.3_FG010,maize,24.7094276939539
AC217358.3_FG010,teosinte,11.6755085427452
AC217358.3_FG011,maize,11.6508442226177
AC217358.3_FG011,teosinte,6.57363126482439
AC217374.3_FG001,maize,0.167016936580541
AC217374.3_FG001,teosinte,0
AC217376.3_FG001,maize,2.93333333333333
AC217376.3_FG001,teosinte,1.85281774580336
AC217376.3_FG004,maize,1
AC217376.3_FG004,teosinte,2
AC217401.3_FG001,maize,6.24276375836203
AC217401.3_FG001,teosinte,4.64695015383727
AC217401.3_FG002,maize,13.1727774418848
AC217401.3_FG002,teosinte,10.6596972399494
AC217401.3_FG003,maize,17.6855491266542
AC217401.3_FG003,teosinte,14.900705115067
AC217553.3_FG008,maize,1.16666666666667
AC217553.3_FG008,teosinte,1.16666666666667
AC217842.3_FG001,maize,1
AC217897.3_FG010,maize,4.01289905356486
AC217897.3_FG010,teosinte,3.46678440321155
AC217910.3_FG001,maize,1.43093605746907
AC217910.3_FG001,teosinte,1.02536578259722
AC217910.3_FG004,maize,4.95087296035234
AC217910.3_FG004,teosinte,4.45535279623684
